transaction_id,customer_id,transaction_timestamp,price,currency,flight_id,booking_reference
TRANS000033,CUST0016,2023-07-01 06:03:32,783.4,EUR,FLIGHT595,1JK4NW
TRANS000034,CUST0011,2023-07-01 23:29:07,693.96,USD,FLIGHT367,HOXQ81
TRANS000035,CUST0012,2023-07-01 00:19:12,402.36,JPY,FLIGHT220,K894FL
TRANS000036,CUST0011,2023-07-01 13:24:14,838.7,USD,FLIGHT984,ECIM7E
TRANS000037,CUST0008,2023-07-01 11:25:08,558.35,GBP,FLIGHT385,3VUY6H
TRANS000038,CUST0004,2023-07-01 07:35:19,155.3,EUR,FLIGHT495,NU31NI
TRANS000039,CUST0001,2023-07-01 21:27:43,994.68,GBP,FLIGHT727,NU5KUO
TRANS000040,CUST0009,2023-07-01 15:59:16,245.07,GBP,FLIGHT273,PCZ9PV
TRANS000041,CUST0003,2023-07-01 09:34:50,380.35,EUR,FLIGHT523,RPQL46
TRANS000042,CUST0001,2023-07-01 14:23:27,330.06,GBP,FLIGHT317,QKEAHL
TRANS000043,CUST0013,2023-07-01 08:45:40,610.35,GBP,FLIGHT298,64W3ZC
TRANS000044,CUST0004,2023-07-01 13:25:28,556.96,USD,FLIGHT171,I0M5XP
TRANS000045,CUST0019,2023-07-01 11:46:51,722.09,USD,FLIGHT759,C8IUS8
TRANS000046,CUST0014,2023-07-01 12:30:43,400.17,EUR,FLIGHT691,QFAZHC
TRANS000047,CUST0005,2023-07-01 22:11:49,856.74,AUD,FLIGHT200,GMZEJV
TRANS000048,CUST0008,2023-07-01 16:58:02,925.11,GBP,FLIGHT830,FBYLZ4
TRANS000049,CUST0003,2023-07-01 05:20:28,104.66,GBP,FLIGHT974,SEUNS3
TRANS000050,CUST0002,2023-07-01 19:57:29,754.03,AUD,FLIGHT441,HBJ3RI
TRANS000051,CUST0018,2023-07-01 00:29:51,814.66,GBP,FLIGHT113,WLW6KJ
TRANS000052,CUST0019,2023-07-01 14:47:49,296.1,AUD,FLIGHT550,MDOWMX
TRANS000053,CUST0006,2023-07-01 09:05:37,89.34,GBP,FLIGHT419,A9UQGZ
TRANS000054,CUST0001,2023-07-01 16:31:25,840.68,USD,FLIGHT920,V6GRSR
TRANS000055,CUST0018,2023-07-01 12:15:51,261.41,AUD,FLIGHT828,90O9NH
TRANS000056,CUST0012,2023-07-01 02:25:26,778.63,GBP,FLIGHT594,ENPAJN
TRANS000057,CUST0006,2023-07-01 15:03:03,199.11,GBP,FLIGHT925,JT4W0S
TRANS000058,CUST0011,2023-07-01 16:33:51,673.83,GBP,FLIGHT392,5WUD1T
TRANS000059,CUST0007,2023-07-01 15:44:17,459.64,GBP,FLIGHT137,0L9HUM
TRANS000060,CUST0014,2023-07-01 01:35:22,992.75,AUD,FLIGHT984,2Y5EVZ
TRANS000061,CUST0019,2023-07-01 05:44:01,326.57,AUD,FLIGHT890,UIYEB2
TRANS000062,CUST0008,2023-07-01 08:33:24,285.53,GBP,FLIGHT259,POAYRD
TRANS000063,CUST0012,2023-07-01 03:23:18,502.15,EUR,FLIGHT510,AUJIRU
TRANS000064,CUST0020,2023-07-01 21:16:59,235.56,USD,FLIGHT417,ULUPUF
TRANS000065,CUST0005,2023-07-01 03:38:14,153.99,USD,FLIGHT803,SCWN70
TRANS000066,CUST0002,2023-07-01 06:57:26,717.78,AUD,FLIGHT847,UWQ8OI
TRANS000067,CUST0007,2023-07-01 07:54:30,562.94,USD,FLIGHT886,0A9U9I
TRANS000068,CUST0001,2023-07-01 19:00:41,385.28,GBP,FLIGHT957,7HA56S
TRANS000069,CUST0015,2023-07-01 14:36:55,806.14,EUR,FLIGHT694,NPFEE9
TRANS000070,CUST0015,2023-07-01 02:26:07,763.81,GBP,FLIGHT839,72H8BK
TRANS000071,CUST0004,2023-07-01 02:52:00,966.67,EUR,FLIGHT356,RXZNHO
TRANS000072,CUST0003,2023-07-01 08:36:15,803.37,EUR,FLIGHT567,2SK0TK
TRANS000073,CUST0001,2023-07-01 08:41:10,645.74,GBP,FLIGHT656,W3IQ3D
TRANS000074,CUST0012,2023-07-01 18:00:37,238.55,AUD,FLIGHT784,ACSW4M
TRANS000075,CUST0012,2023-07-01 04:26:01,407.17,USD,FLIGHT787,H1BNAJ
TRANS000076,CUST0011,2023-07-01 11:14:24,888.9,JPY,FLIGHT788,Q0XRU7
TRANS000077,CUST0017,2023-07-01 13:37:18,913.21,JPY,FLIGHT322,9UCGHG
TRANS000078,CUST0013,2023-07-01 14:52:43,377.5,JPY,FLIGHT594,062XRT
TRANS000079,CUST0002,2023-07-01 12:29:47,143.99,AUD,FLIGHT533,B6SXV0
TRANS000080,CUST0018,2023-07-01 03:49:31,546.3,USD,FLIGHT951,PAT5CG
TRANS000081,CUST0019,2023-07-01 15:18:23,255.0,AUD,FLIGHT234,DTPAC8
TRANS000082,CUST0004,2023-07-01 02:55:03,741.89,USD,FLIGHT256,SEDW3J
TRANS000083,CUST0010,2023-07-01 02:01:23,298.13,EUR,FLIGHT827,G2M3CB
TRANS000084,CUST0007,2023-07-01 17:23:25,474.81,EUR,FLIGHT515,CBW2XK
TRANS000085,CUST0009,2023-07-01 04:46:34,631.3,USD,FLIGHT295,F1HH2O
TRANS000086,CUST0019,2023-07-01 11:01:33,406.98,JPY,FLIGHT547,5N1EX4
TRANS000087,CUST0018,2023-07-01 00:01:57,172.04,GBP,FLIGHT956,YGA9OE
TRANS000088,CUST0007,2023-07-01 05:47:03,670.36,GBP,FLIGHT447,1P9ICF
TRANS000089,CUST0014,2023-07-01 04:21:19,659.13,USD,FLIGHT754,KHYSYD
TRANS000090,CUST0003,2023-07-01 09:03:03,547.32,AUD,FLIGHT823,2JWCF7
TRANS000091,CUST0009,2023-07-01 04:07:45,930.53,JPY,FLIGHT970,RF4DMC
TRANS000092,CUST0004,2023-07-01 08:38:42,231.0,JPY,FLIGHT108,F1ZEYU
TRANS000093,CUST0019,2023-07-01 10:24:42,454.02,EUR,FLIGHT576,JQVCF8
TRANS000094,CUST0006,2023-07-01 02:04:49,58.14,GBP,FLIGHT267,26ANE0
TRANS000095,CUST0005,2023-07-01 14:22:27,798.36,GBP,FLIGHT675,9DLY79
TRANS000096,CUST0015,2023-07-01 22:48:36,512.55,AUD,FLIGHT111,7NCIDL
TRANS000097,CUST0017,2023-07-01 22:33:55,409.71,GBP,FLIGHT685,5M3OSB
TRANS000098,CUST0012,2023-07-01 21:19:03,435.78,GBP,FLIGHT630,25TOYL
TRANS000099,CUST0013,2023-07-01 10:52:34,755.07,AUD,FLIGHT136,UKQ61M
TRANS000100,CUST0009,2023-07-01 19:32:39,77.34,EUR,FLIGHT501,VDOCVS
TRANS000101,CUST0006,2023-07-02 19:54:41,747.37,USD,FLIGHT581,L51Z35
TRANS000102,CUST0020,2023-07-02 20:55:01,387.59,JPY,FLIGHT164,6LSCCS
TRANS000103,CUST0005,2023-07-02 08:26:09,876.03,GBP,FLIGHT857,4I8RXV
TRANS000104,CUST0009,2023-07-02 10:23:11,174.65,JPY,FLIGHT626,JCRKPL
TRANS000105,CUST0017,2023-07-02 17:29:37,957.05,GBP,FLIGHT656,R160IG
TRANS000106,CUST0008,2023-07-02 00:15:26,661.76,AUD,FLIGHT953,3TZP2G
TRANS000107,CUST0014,2023-07-02 06:31:17,951.36,EUR,FLIGHT300,LKD9PI
TRANS000108,CUST0017,2023-07-02 20:07:54,138.28,GBP,FLIGHT711,LPGAIG
TRANS000109,CUST0019,2023-07-02 18:09:51,217.55,GBP,FLIGHT283,5LKGAE
TRANS000110,CUST0009,2023-07-02 03:09:23,295.21,GBP,FLIGHT204,SPNANN
TRANS000111,CUST0013,2023-07-02 12:43:09,257.81,EUR,FLIGHT589,A87S4W
TRANS000112,CUST0003,2023-07-02 08:11:11,91.31,JPY,FLIGHT826,V6M456
TRANS000113,CUST0009,2023-07-02 10:20:17,745.63,JPY,FLIGHT864,49YAOD
TRANS000114,CUST0003,2023-07-02 12:55:25,733.05,GBP,FLIGHT639,RIM1JE
TRANS000115,CUST0007,2023-07-02 03:22:04,108.8,GBP,FLIGHT595,E4TFV2
TRANS000116,CUST0004,2023-07-02 10:18:06,903.8,AUD,FLIGHT944,ORIMO0
TRANS000117,CUST0007,2023-07-02 10:51:23,430.51,EUR,FLIGHT402,B0D3RB
TRANS000118,CUST0008,2023-07-02 02:43:02,654.89,AUD,FLIGHT361,M8QPFV
TRANS000119,CUST0003,2023-07-02 00:32:24,393.76,USD,FLIGHT956,IESVUY
TRANS000120,CUST0008,2023-07-02 18:35:01,168.61,GBP,FLIGHT435,MDM194
TRANS000121,CUST0013,2023-07-02 09:18:26,387.87,GBP,FLIGHT753,HE1156
TRANS000122,CUST0012,2023-07-02 14:29:13,857.6,USD,FLIGHT150,TCMBZC
TRANS000123,CUST0017,2023-07-02 01:47:19,585.67,JPY,FLIGHT967,0KEGX0
TRANS000124,CUST0006,2023-07-02 11:01:05,212.46,USD,FLIGHT516,5DWMQ1
TRANS000125,CUST0018,2023-07-02 13:54:18,298.34,JPY,FLIGHT281,R5S9WL
TRANS000126,CUST0001,2023-07-02 00:48:41,886.23,AUD,FLIGHT978,LNHU48
TRANS000127,CUST0004,2023-07-02 09:21:28,838.25,GBP,FLIGHT996,9WKT86
TRANS000128,CUST0003,2023-07-02 05:39:02,665.12,USD,FLIGHT330,EPJISQ
TRANS000129,CUST0018,2023-07-02 20:06:57,806.01,EUR,FLIGHT437,XM14IX
TRANS000130,CUST0009,2023-07-02 04:48:40,952.16,GBP,FLIGHT505,G1FFH6
TRANS000131,CUST0008,2023-07-02 16:49:14,141.33,GBP,FLIGHT983,EYBP1Z
TRANS000132,CUST0003,2023-07-02 19:19:58,153.39,AUD,FLIGHT174,PUGR70
TRANS000133,CUST0017,2023-07-02 10:56:28,266.18,JPY,FLIGHT150,1OPNTS
TRANS000134,CUST0010,2023-07-02 18:29:52,707.56,EUR,FLIGHT769,Y2NL2T
TRANS000135,CUST0007,2023-07-02 05:56:19,510.34,AUD,FLIGHT878,MNHK3O
TRANS000136,CUST0010,2023-07-02 19:12:36,735.57,GBP,FLIGHT748,D75KCT
TRANS000137,CUST0006,2023-07-02 19:49:04,919.24,USD,FLIGHT485,KBLVBR
TRANS000138,CUST0012,2023-07-02 11:01:24,466.17,EUR,FLIGHT958,NYRIGY
TRANS000139,CUST0016,2023-07-02 18:24:45,407.06,AUD,FLIGHT814,2RT7IZ
TRANS000140,CUST0016,2023-07-02 09:30:51,61.47,GBP,FLIGHT690,A45MA3
TRANS000141,CUST0012,2023-07-02 06:19:37,953.72,JPY,FLIGHT505,13FQ5X
TRANS000142,CUST0010,2023-07-02 22:16:13,751.95,JPY,FLIGHT995,YK7LAS
TRANS000143,CUST0016,2023-07-02 22:44:50,311.13,JPY,FLIGHT793,DMRM31
TRANS000144,CUST0016,2023-07-02 23:07:29,495.41,USD,FLIGHT348,QUMKXP
TRANS000145,CUST0008,2023-07-02 20:27:19,776.88,USD,FLIGHT289,Q4VTG0
TRANS000146,CUST0001,2023-07-02 13:57:33,526.98,USD,FLIGHT245,8L5AD0
TRANS000147,CUST0015,2023-07-02 02:36:44,405.1,EUR,FLIGHT979,INUP13
TRANS000148,CUST0015,2023-07-02 19:31:21,323.58,EUR,FLIGHT538,WO222Y
TRANS000149,CUST0009,2023-07-02 02:32:56,577.92,JPY,FLIGHT786,VXMI1R
TRANS000150,CUST0011,2023-07-02 20:22:19,690.53,JPY,FLIGHT617,I09UXR
TRANS000151,CUST0011,2023-07-02 16:12:05,421.26,JPY,FLIGHT297,ER5Y79
TRANS000152,CUST0014,2023-07-02 22:08:34,716.07,AUD,FLIGHT362,ELSV0U
TRANS000153,CUST0016,2023-07-02 11:12:04,811.06,JPY,FLIGHT194,OSNHH6
TRANS000154,CUST0004,2023-07-02 14:45:36,846.75,GBP,FLIGHT550,RX7R9F
TRANS000155,CUST0020,2023-07-02 17:13:24,439.2,JPY,FLIGHT480,MJQ10T
TRANS000156,CUST0002,2023-07-02 10:53:02,237.19,GBP,FLIGHT135,MRU0P1
TRANS000157,CUST0020,2023-07-02 15:56:49,414.99,EUR,FLIGHT927,YA8PKR
TRANS000158,CUST0005,2023-07-02 14:19:48,64.0,USD,FLIGHT845,9I1H98
TRANS000159,CUST0014,2023-07-02 08:59:23,137.04,JPY,FLIGHT789,M9JMV1
TRANS000160,CUST0003,2023-07-02 16:55:07,444.28,EUR,FLIGHT271,3WN26P
TRANS000161,CUST0002,2023-07-02 07:32:58,956.9,EUR,FLIGHT230,3PYT8S
TRANS000162,CUST0016,2023-07-02 03:20:11,628.53,EUR,FLIGHT139,E3VM6H
TRANS000163,CUST0015,2023-07-02 08:39:49,586.33,EUR,FLIGHT142,8X8HNV
TRANS000164,CUST0014,2023-07-02 20:37:02,665.61,USD,FLIGHT505,CZ4XXY
TRANS000165,CUST0018,2023-07-02 05:53:34,262.85,AUD,FLIGHT466,CLUKST
TRANS000166,CUST0011,2023-07-02 11:05:33,815.66,EUR,FLIGHT987,BU1YK4
TRANS000167,CUST0004,2023-07-02 07:29:18,661.54,GBP,FLIGHT304,Q3FR5L
TRANS000168,CUST0014,2023-07-02 01:47:56,321.69,USD,FLIGHT573,1ZTZTN
TRANS000169,CUST0005,2023-07-02 06:46:24,289.28,GBP,FLIGHT999,3T7J6Y
TRANS000170,CUST0018,2023-07-02 16:42:44,196.48,USD,FLIGHT663,4IWF6D
TRANS000171,CUST0009,2023-07-02 05:23:29,605.77,EUR,FLIGHT758,NEA4YE
TRANS000172,CUST0002,2023-07-02 17:50:47,954.59,JPY,FLIGHT117,LV9UZW
TRANS000173,CUST0005,2023-07-02 11:30:07,247.6,JPY,FLIGHT643,DY7DR6
TRANS000174,CUST0013,2023-07-02 20:55:17,77.87,EUR,FLIGHT792,WRFGXK
TRANS000175,CUST0004,2023-07-02 12:00:54,649.9,GBP,FLIGHT722,WDJW9I
TRANS000176,CUST0005,2023-07-02 13:35:07,776.29,GBP,FLIGHT855,SY97Q8
TRANS000177,CUST0008,2023-07-02 09:39:39,954.53,JPY,FLIGHT663,1BW893
TRANS000178,CUST0004,2023-07-02 00:52:57,155.27,EUR,FLIGHT160,QERMYM
TRANS000179,CUST0011,2023-07-02 13:49:51,258.25,GBP,FLIGHT541,9951PE
TRANS000180,CUST0007,2023-07-02 22:06:48,172.36,JPY,FLIGHT702,JRQDQE
TRANS000181,CUST0002,2023-07-02 03:04:18,977.46,GBP,FLIGHT527,EW3XIW
TRANS000182,CUST0018,2023-07-02 07:58:21,498.18,GBP,FLIGHT579,SKIQLG
TRANS000183,CUST0001,2023-07-02 13:25:48,633.45,EUR,FLIGHT732,AA3GEZ
TRANS000184,CUST0006,2023-07-02 20:38:02,981.09,GBP,FLIGHT931,WKHK6V
TRANS000185,CUST0019,2023-07-02 21:37:43,881.29,EUR,FLIGHT274,L75UOD
TRANS000186,CUST0003,2023-07-02 21:14:21,142.23,EUR,FLIGHT436,1LL46F
TRANS000187,CUST0006,2023-07-02 10:24:15,466.02,JPY,FLIGHT169,WRARQI
TRANS000188,CUST0005,2023-07-02 23:51:37,591.87,GBP,FLIGHT613,WS6LEZ
TRANS000189,CUST0012,2023-07-02 08:58:09,844.61,GBP,FLIGHT143,8NOVNY
TRANS000190,CUST0006,2023-07-02 12:26:58,455.84,JPY,FLIGHT176,HV67PV
TRANS000191,CUST0016,2023-07-02 07:30:51,498.55,EUR,FLIGHT397,CJ9FT3
TRANS000192,CUST0001,2023-07-02 07:25:52,582.12,EUR,FLIGHT464,77WBKW
TRANS000193,CUST0002,2023-07-02 09:27:55,81.34,AUD,FLIGHT887,HKHB5D
TRANS000194,CUST0011,2023-07-02 21:31:50,261.74,USD,FLIGHT353,ZHB5MY
TRANS000195,CUST0019,2023-07-02 15:29:38,551.64,JPY,FLIGHT367,JICPHR
TRANS000196,CUST0019,2023-07-02 14:51:35,100.23,USD,FLIGHT696,O07SHZ
TRANS000197,CUST0009,2023-07-02 19:20:40,131.39,USD,FLIGHT927,F8TH4N
TRANS000198,CUST0015,2023-07-02 05:49:53,455.42,USD,FLIGHT827,QO7N7F
TRANS000199,CUST0002,2023-07-02 08:30:03,885.82,JPY,FLIGHT232,9CS3QM
TRANS000200,CUST0018,2023-07-02 12:17:47,430.62,USD,FLIGHT146,94Z25P
TRANS000201,CUST0018,2023-07-03 14:45:48,867.78,JPY,FLIGHT863,P9GAFL
TRANS000202,CUST0008,2023-07-03 00:59:20,475.21,EUR,FLIGHT830,HPCDLZ
TRANS000203,CUST0017,2023-07-03 14:47:14,782.57,AUD,FLIGHT164,CTN1FV
TRANS000204,CUST0017,2023-07-03 15:27:32,223.67,GBP,FLIGHT346,MM8JTY
TRANS000205,CUST0006,2023-07-03 15:12:35,124.26,EUR,FLIGHT911,2RY3NR
TRANS000206,CUST0005,2023-07-03 05:50:33,875.06,AUD,FLIGHT862,YBZAK2
TRANS000207,CUST0014,2023-07-03 16:59:05,927.82,USD,FLIGHT830,LYVYXK
TRANS000208,CUST0016,2023-07-03 20:12:08,505.48,GBP,FLIGHT536,6FTLS9
TRANS000209,CUST0012,2023-07-03 02:35:47,844.14,GBP,FLIGHT333,EENYCL
TRANS000210,CUST0002,2023-07-03 06:53:45,507.67,JPY,FLIGHT127,Q430QX
TRANS000211,CUST0017,2023-07-03 20:44:17,346.98,AUD,FLIGHT464,DC7A7G
TRANS000212,CUST0004,2023-07-03 13:24:37,448.33,JPY,FLIGHT246,CRDBYB
TRANS000213,CUST0011,2023-07-03 03:11:30,425.76,AUD,FLIGHT283,VP4IF4
TRANS000214,CUST0001,2023-07-03 13:40:34,499.38,JPY,FLIGHT407,Q7QVVR
TRANS000215,CUST0020,2023-07-03 14:22:27,269.12,EUR,FLIGHT760,DNUI7R
TRANS000216,CUST0006,2023-07-03 15:49:46,667.15,EUR,FLIGHT291,8U8A5I
TRANS000217,CUST0016,2023-07-03 09:27:59,232.72,AUD,FLIGHT663,N59AH8
TRANS000218,CUST0018,2023-07-03 17:45:58,851.57,AUD,FLIGHT210,3HQNNJ
TRANS000219,CUST0019,2023-07-03 16:38:50,478.16,USD,FLIGHT963,LMZ7FR
TRANS000220,CUST0010,2023-07-03 15:20:04,393.23,GBP,FLIGHT327,6DKQ24
TRANS000221,CUST0015,2023-07-03 23:15:22,394.88,AUD,FLIGHT532,7NE63P
TRANS000222,CUST0003,2023-07-03 06:25:26,434.39,USD,FLIGHT525,EL0DI4
TRANS000223,CUST0010,2023-07-03 04:39:19,183.62,GBP,FLIGHT243,GISWQQ
TRANS000224,CUST0015,2023-07-03 18:19:41,231.45,JPY,FLIGHT437,4ZJYI1
TRANS000225,CUST0010,2023-07-03 20:06:38,780.64,AUD,FLIGHT439,GEWSYV
TRANS000226,CUST0004,2023-07-03 07:50:50,821.76,USD,FLIGHT109,K54TPV
TRANS000227,CUST0015,2023-07-03 03:04:54,863.38,JPY,FLIGHT290,P0HJWW
TRANS000228,CUST0012,2023-07-03 18:06:31,731.73,AUD,FLIGHT424,N364B5
TRANS000229,CUST0010,2023-07-03 13:19:02,626.18,JPY,FLIGHT503,49GIKQ
TRANS000230,CUST0012,2023-07-03 23:34:35,553.59,JPY,FLIGHT355,QZHO1W
TRANS000231,CUST0006,2023-07-03 10:53:46,50.24,USD,FLIGHT552,1DYDRR
TRANS000232,CUST0014,2023-07-03 18:14:07,311.78,AUD,FLIGHT995,7XFWSQ
TRANS000233,CUST0006,2023-07-03 09:31:20,470.71,AUD,FLIGHT603,PEUCLY
TRANS000234,CUST0013,2023-07-03 11:04:45,550.2,USD,FLIGHT668,YHJKPP
TRANS000235,CUST0001,2023-07-03 16:51:26,885.04,AUD,FLIGHT683,E3QT66
TRANS000236,CUST0008,2023-07-03 09:24:35,96.42,JPY,FLIGHT352,1SIUK7
TRANS000237,CUST0020,2023-07-03 10:40:54,690.18,AUD,FLIGHT553,CFBFPW
TRANS000238,CUST0005,2023-07-03 00:01:30,53.67,JPY,FLIGHT705,S053MS
TRANS000239,CUST0019,2023-07-03 18:10:48,446.72,AUD,FLIGHT466,G0OIDN
TRANS000240,CUST0011,2023-07-03 23:07:26,796.16,EUR,FLIGHT160,3L49PD
TRANS000241,CUST0004,2023-07-03 15:47:50,472.97,GBP,FLIGHT491,JP5T00
TRANS000242,CUST0008,2023-07-03 16:01:36,174.57,GBP,FLIGHT801,PQE83U
TRANS000243,CUST0001,2023-07-03 13:58:00,572.21,JPY,FLIGHT628,7J8ITA
TRANS000244,CUST0002,2023-07-03 08:32:41,633.13,GBP,FLIGHT735,JN7TPN
TRANS000245,CUST0016,2023-07-03 04:16:15,408.58,USD,FLIGHT602,57GATJ
TRANS000246,CUST0008,2023-07-03 23:47:25,157.94,EUR,FLIGHT182,6JLH22
TRANS000247,CUST0018,2023-07-03 14:44:43,316.96,GBP,FLIGHT813,ZBMTTS
TRANS000248,CUST0005,2023-07-03 21:02:20,729.31,JPY,FLIGHT967,YGPYSM
TRANS000249,CUST0013,2023-07-03 22:38:04,802.83,GBP,FLIGHT257,96YBWU
TRANS000250,CUST0015,2023-07-03 09:24:03,527.24,EUR,FLIGHT184,BTG4RG
TRANS000251,CUST0015,2023-07-03 15:14:47,218.63,USD,FLIGHT990,0845ZA
TRANS000252,CUST0012,2023-07-03 13:42:01,878.07,AUD,FLIGHT592,75HDLN
TRANS000253,CUST0002,2023-07-03 19:12:46,124.93,AUD,FLIGHT408,PWQ317
TRANS000254,CUST0014,2023-07-03 14:14:19,268.04,EUR,FLIGHT328,R6A0MC
TRANS000255,CUST0001,2023-07-03 22:56:33,463.43,GBP,FLIGHT702,TL2IYF
TRANS000256,CUST0014,2023-07-03 23:33:33,760.02,GBP,FLIGHT683,ZADP4I
TRANS000257,CUST0002,2023-07-03 11:14:52,584.76,USD,FLIGHT990,Q02RSV
TRANS000258,CUST0011,2023-07-03 16:19:09,163.23,EUR,FLIGHT159,X0DWM6
TRANS000259,CUST0018,2023-07-03 15:49:32,54.85,AUD,FLIGHT537,6ZOWEH
TRANS000260,CUST0013,2023-07-03 10:21:40,493.24,EUR,FLIGHT521,GXTL4L
TRANS000261,CUST0016,2023-07-03 04:14:28,674.85,JPY,FLIGHT833,KYSSUF
TRANS000262,CUST0013,2023-07-03 08:40:31,66.38,AUD,FLIGHT805,QW0Z89
TRANS000263,CUST0013,2023-07-03 17:38:47,365.4,JPY,FLIGHT159,ZL6FCL
TRANS000264,CUST0011,2023-07-03 09:07:55,394.79,USD,FLIGHT837,WIKP73
TRANS000265,CUST0009,2023-07-03 01:56:31,856.65,GBP,FLIGHT413,FW68XP
TRANS000266,CUST0002,2023-07-03 00:10:39,939.43,GBP,FLIGHT878,I71FF8
TRANS000267,CUST0016,2023-07-03 23:20:49,926.4,EUR,FLIGHT616,CH8ORG
TRANS000268,CUST0001,2023-07-03 05:16:27,238.19,EUR,FLIGHT386,D143B6
TRANS000269,CUST0016,2023-07-03 03:20:33,681.04,GBP,FLIGHT190,FJIPI1
TRANS000270,CUST0009,2023-07-03 17:23:13,293.06,EUR,FLIGHT573,TRO44H
TRANS000271,CUST0013,2023-07-03 01:10:03,341.68,JPY,FLIGHT254,07IQOB
TRANS000272,CUST0004,2023-07-03 08:33:08,746.49,JPY,FLIGHT512,WYQI92
TRANS000273,CUST0015,2023-07-03 14:56:15,333.42,GBP,FLIGHT792,O25DAJ
TRANS000274,CUST0014,2023-07-03 01:56:45,262.1,USD,FLIGHT894,7MEMNW
TRANS000275,CUST0018,2023-07-03 03:46:40,344.06,EUR,FLIGHT119,8GMHRO
TRANS000276,CUST0008,2023-07-03 01:38:23,786.45,GBP,FLIGHT642,0P4XSK
TRANS000277,CUST0008,2023-07-03 20:01:16,461.84,USD,FLIGHT289,VWF0UH
TRANS000278,CUST0012,2023-07-03 10:49:48,426.85,GBP,FLIGHT680,2ZLVI0
TRANS000279,CUST0013,2023-07-03 10:33:51,689.31,AUD,FLIGHT278,SF7B8D
TRANS000280,CUST0004,2023-07-03 03:12:09,486.8,JPY,FLIGHT566,VRU1YP
TRANS000281,CUST0004,2023-07-03 08:30:54,494.97,JPY,FLIGHT113,SV0WE1
TRANS000282,CUST0003,2023-07-03 04:29:39,577.65,AUD,FLIGHT595,C7L7L9
TRANS000283,CUST0004,2023-07-03 23:20:51,475.97,USD,FLIGHT588,O5KKI9
TRANS000284,CUST0007,2023-07-03 02:50:17,613.57,JPY,FLIGHT435,35MMSH
TRANS000285,CUST0004,2023-07-03 10:24:38,142.14,USD,FLIGHT563,AE3V8V
TRANS000286,CUST0014,2023-07-03 06:14:54,705.1,AUD,FLIGHT192,F3YYEE
