transaction_id,customer_id,transaction_timestamp,price,currency,flight_id,booking_reference
TRANS000136,CUST0010,2023-07-02 19:12:36,735.57,GBP,FLIGHT748,D75KCT
TRANS000137,CUST0006,2023-07-02 19:49:04,919.24,USD,FLIGHT485,KBLVBR
TRANS000138,CUST0012,2023-07-02 11:01:24,466.17,EUR,FLIGHT958,NYRIGY
TRANS000139,CUST0016,2023-07-02 18:24:45,407.06,AUD,FLIGHT814,2RT7IZ
TRANS000140,CUST0016,2023-07-02 09:30:51,61.47,GBP,FLIGHT690,A45MA3
TRANS000141,CUST0012,2023-07-02 06:19:37,953.72,JPY,FLIGHT505,13FQ5X
TRANS000142,CUST0010,2023-07-02 22:16:13,751.95,JPY,FLIGHT995,YK7LAS
TRANS000143,CUST0016,2023-07-02 22:44:50,311.13,JPY,FLIGHT793,DMRM31
TRANS000144,CUST0016,2023-07-02 23:07:29,495.41,USD,FLIGHT348,QUMKXP
TRANS000145,CUST0008,2023-07-02 20:27:19,776.88,USD,FLIGHT289,Q4VTG0
TRANS000146,CUST0001,2023-07-02 13:57:33,526.98,USD,FLIGHT245,8L5AD0
TRANS000147,CUST0015,2023-07-02 02:36:44,405.1,EUR,FLIGHT979,INUP13
TRANS000148,CUST0015,2023-07-02 19:31:21,323.58,EUR,FLIGHT538,WO222Y
TRANS000149,CUST0009,2023-07-02 02:32:56,577.92,JPY,FLIGHT786,VXMI1R
TRANS000150,CUST0011,2023-07-02 20:22:19,690.53,JPY,FLIGHT617,I09UXR
TRANS000151,CUST0011,2023-07-02 16:12:05,421.26,JPY,FLIGHT297,ER5Y79
TRANS000152,CUST0014,2023-07-02 22:08:34,716.07,AUD,FLIGHT362,ELSV0U
TRANS000153,CUST0016,2023-07-02 11:12:04,811.06,JPY,FLIGHT194,OSNHH6
TRANS000154,CUST0004,2023-07-02 14:45:36,846.75,GBP,FLIGHT550,RX7R9F
TRANS000155,CUST0020,2023-07-02 17:13:24,439.2,JPY,FLIGHT480,MJQ10T
TRANS000156,CUST0002,2023-07-02 10:53:02,237.19,GBP,FLIGHT135,MRU0P1
TRANS000157,CUST0020,2023-07-02 15:56:49,414.99,EUR,FLIGHT927,YA8PKR
TRANS000158,CUST0005,2023-07-02 14:19:48,64.0,USD,FLIGHT845,9I1H98
TRANS000159,CUST0014,2023-07-02 08:59:23,137.04,JPY,FLIGHT789,M9JMV1
TRANS000160,CUST0003,2023-07-02 16:55:07,444.28,EUR,FLIGHT271,3WN26P
TRANS000161,CUST0002,2023-07-02 07:32:58,956.9,EUR,FLIGHT230,3PYT8S
TRANS000162,CUST0016,2023-07-02 03:20:11,628.53,EUR,FLIGHT139,E3VM6H
TRANS000163,CUST0015,2023-07-02 08:39:49,586.33,EUR,FLIGHT142,8X8HNV
TRANS000164,CUST0014,2023-07-02 20:37:02,665.61,USD,FLIGHT505,CZ4XXY
TRANS000165,CUST0018,2023-07-02 05:53:34,262.85,AUD,FLIGHT466,CLUKST
TRANS000166,CUST0011,2023-07-02 11:05:33,815.66,EUR,FLIGHT987,BU1YK4
TRANS000167,CUST0004,2023-07-02 07:29:18,661.54,GBP,FLIGHT304,Q3FR5L
TRANS000168,CUST0014,2023-07-02 01:47:56,321.69,USD,FLIGHT573,1ZTZTN
TRANS000169,CUST0005,2023-07-02 06:46:24,289.28,GBP,FLIGHT999,3T7J6Y
TRANS000170,CUST0018,2023-07-02 16:42:44,196.48,USD,FLIGHT663,4IWF6D
TRANS000171,CUST0009,2023-07-02 05:23:29,605.77,EUR,FLIGHT758,NEA4YE
TRANS000172,CUST0002,2023-07-02 17:50:47,954.59,JPY,FLIGHT117,LV9UZW
TRANS000173,CUST0005,2023-07-02 11:30:07,247.6,JPY,FLIGHT643,DY7DR6
TRANS000174,CUST0013,2023-07-02 20:55:17,77.87,EUR,FLIGHT792,WRFGXK
TRANS000175,CUST0004,2023-07-02 12:00:54,649.9,GBP,FLIGHT722,WDJW9I
TRANS000176,CUST0005,2023-07-02 13:35:07,776.29,GBP,FLIGHT855,SY97Q8
TRANS000177,CUST0008,2023-07-02 09:39:39,954.53,JPY,FLIGHT663,1BW893
TRANS000178,CUST0004,2023-07-02 00:52:57,155.27,EUR,FLIGHT160,QERMYM
TRANS000179,CUST0011,2023-07-02 13:49:51,258.25,GBP,FLIGHT541,9951PE
TRANS000180,CUST0007,2023-07-02 22:06:48,172.36,JPY,FLIGHT702,JRQDQE
TRANS000181,CUST0002,2023-07-02 03:04:18,977.46,GBP,FLIGHT527,EW3XIW
TRANS000182,CUST0018,2023-07-02 07:58:21,498.18,GBP,FLIGHT579,SKIQLG
TRANS000183,CUST0001,2023-07-02 13:25:48,633.45,EUR,FLIGHT732,AA3GEZ
TRANS000184,CUST0006,2023-07-02 20:38:02,981.09,GBP,FLIGHT931,WKHK6V
TRANS000185,CUST0019,2023-07-02 21:37:43,881.29,EUR,FLIGHT274,L75UOD
TRANS000186,CUST0003,2023-07-02 21:14:21,142.23,EUR,FLIGHT436,1LL46F
TRANS000187,CUST0006,2023-07-02 10:24:15,466.02,JPY,FLIGHT169,WRARQI
TRANS000188,CUST0005,2023-07-02 23:51:37,591.87,GBP,FLIGHT613,WS6LEZ
TRANS000189,CUST0012,2023-07-02 08:58:09,844.61,GBP,FLIGHT143,8NOVNY
TRANS000190,CUST0006,2023-07-02 12:26:58,455.84,JPY,FLIGHT176,HV67PV
TRANS000191,CUST0016,2023-07-02 07:30:51,498.55,EUR,FLIGHT397,CJ9FT3
TRANS000192,CUST0001,2023-07-02 07:25:52,582.12,EUR,FLIGHT464,77WBKW
TRANS000193,CUST0002,2023-07-02 09:27:55,81.34,AUD,FLIGHT887,HKHB5D
TRANS000194,CUST0011,2023-07-02 21:31:50,261.74,USD,FLIGHT353,ZHB5MY
TRANS000195,CUST0019,2023-07-02 15:29:38,551.64,JPY,FLIGHT367,JICPHR
TRANS000196,CUST0019,2023-07-02 14:51:35,100.23,USD,FLIGHT696,O07SHZ
TRANS000197,CUST0009,2023-07-02 19:20:40,131.39,USD,FLIGHT927,F8TH4N
TRANS000198,CUST0015,2023-07-02 05:49:53,455.42,USD,FLIGHT827,QO7N7F
TRANS000199,CUST0002,2023-07-02 08:30:03,885.82,JPY,FLIGHT232,9CS3QM
TRANS000200,CUST0018,2023-07-02 12:17:47,430.62,USD,FLIGHT146,94Z25P
