transaction_id,customer_id,transaction_timestamp,price,currency,flight_id,booking_reference
TRANS000230,CUST0012,2023-07-03 23:34:35,553.59,JPY,FLIGHT355,QZHO1W
TRANS000231,CUST0006,2023-07-03 10:53:46,50.24,USD,FLIGHT552,1DYDRR
TRANS000232,CUST0014,2023-07-03 18:14:07,311.78,AUD,FLIGHT995,7XFWSQ
TRANS000233,CUST0006,2023-07-03 09:31:20,470.71,AUD,FLIGHT603,PEUCLY
TRANS000234,CUST0013,2023-07-03 11:04:45,550.2,USD,FLIGHT668,YHJKPP
TRANS000235,CUST0001,2023-07-03 16:51:26,885.04,AUD,FLIGHT683,E3QT66
TRANS000236,CUST0008,2023-07-03 09:24:35,96.42,JPY,FLIGHT352,1SIUK7
TRANS000237,CUST0020,2023-07-03 10:40:54,690.18,AUD,FLIGHT553,CFBFPW
TRANS000238,CUST0005,2023-07-03 00:01:30,53.67,JPY,FLIGHT705,S053MS
TRANS000239,CUST0019,2023-07-03 18:10:48,446.72,AUD,FLIGHT466,G0OIDN
TRANS000240,CUST0011,2023-07-03 23:07:26,796.16,EUR,FLIGHT160,3L49PD
TRANS000241,CUST0004,2023-07-03 15:47:50,472.97,GBP,FLIGHT491,JP5T00
TRANS000242,CUST0008,2023-07-03 16:01:36,174.57,GBP,FLIGHT801,PQE83U
TRANS000243,CUST0001,2023-07-03 13:58:00,572.21,JPY,FLIGHT628,7J8ITA
TRANS000244,CUST0002,2023-07-03 08:32:41,633.13,GBP,FLIGHT735,JN7TPN
TRANS000245,CUST0016,2023-07-03 04:16:15,408.58,USD,FLIGHT602,57GATJ
TRANS000246,CUST0008,2023-07-03 23:47:25,157.94,EUR,FLIGHT182,6JLH22
TRANS000247,CUST0018,2023-07-03 14:44:43,316.96,GBP,FLIGHT813,ZBMTTS
TRANS000248,CUST0005,2023-07-03 21:02:20,729.31,JPY,FLIGHT967,YGPYSM
TRANS000249,CUST0013,2023-07-03 22:38:04,802.83,GBP,FLIGHT257,96YBWU
TRANS000250,CUST0015,2023-07-03 09:24:03,527.24,EUR,FLIGHT184,BTG4RG
TRANS000251,CUST0015,2023-07-03 15:14:47,218.63,USD,FLIGHT990,0845ZA
TRANS000252,CUST0012,2023-07-03 13:42:01,878.07,AUD,FLIGHT592,75HDLN
TRANS000253,CUST0002,2023-07-03 19:12:46,124.93,AUD,FLIGHT408,PWQ317
TRANS000254,CUST0014,2023-07-03 14:14:19,268.04,EUR,FLIGHT328,R6A0MC
TRANS000255,CUST0001,2023-07-03 22:56:33,463.43,GBP,FLIGHT702,TL2IYF
TRANS000256,CUST0014,2023-07-03 23:33:33,760.02,GBP,FLIGHT683,ZADP4I
TRANS000257,CUST0002,2023-07-03 11:14:52,584.76,USD,FLIGHT990,Q02RSV
TRANS000258,CUST0011,2023-07-03 16:19:09,163.23,EUR,FLIGHT159,X0DWM6
TRANS000259,CUST0018,2023-07-03 15:49:32,54.85,AUD,FLIGHT537,6ZOWEH
TRANS000260,CUST0013,2023-07-03 10:21:40,493.24,EUR,FLIGHT521,GXTL4L
TRANS000261,CUST0016,2023-07-03 04:14:28,674.85,JPY,FLIGHT833,KYSSUF
TRANS000262,CUST0013,2023-07-03 08:40:31,66.38,AUD,FLIGHT805,QW0Z89
TRANS000263,CUST0013,2023-07-03 17:38:47,365.4,JPY,FLIGHT159,ZL6FCL
TRANS000264,CUST0011,2023-07-03 09:07:55,394.79,USD,FLIGHT837,WIKP73
TRANS000265,CUST0009,2023-07-03 01:56:31,856.65,GBP,FLIGHT413,FW68XP
TRANS000266,CUST0002,2023-07-03 00:10:39,939.43,GBP,FLIGHT878,I71FF8
TRANS000267,CUST0016,2023-07-03 23:20:49,926.4,EUR,FLIGHT616,CH8ORG
TRANS000268,CUST0001,2023-07-03 05:16:27,238.19,EUR,FLIGHT386,D143B6
TRANS000269,CUST0016,2023-07-03 03:20:33,681.04,GBP,FLIGHT190,FJIPI1
TRANS000270,CUST0009,2023-07-03 17:23:13,293.06,EUR,FLIGHT573,TRO44H
TRANS000271,CUST0013,2023-07-03 01:10:03,341.68,JPY,FLIGHT254,07IQOB
TRANS000272,CUST0004,2023-07-03 08:33:08,746.49,JPY,FLIGHT512,WYQI92
TRANS000273,CUST0015,2023-07-03 14:56:15,333.42,GBP,FLIGHT792,O25DAJ
TRANS000274,CUST0014,2023-07-03 01:56:45,262.1,USD,FLIGHT894,7MEMNW
TRANS000275,CUST0018,2023-07-03 03:46:40,344.06,EUR,FLIGHT119,8GMHRO
TRANS000276,CUST0008,2023-07-03 01:38:23,786.45,GBP,FLIGHT642,0P4XSK
TRANS000277,CUST0008,2023-07-03 20:01:16,461.84,USD,FLIGHT289,VWF0UH
TRANS000278,CUST0012,2023-07-03 10:49:48,426.85,GBP,FLIGHT680,2ZLVI0
TRANS000279,CUST0013,2023-07-03 10:33:51,689.31,AUD,FLIGHT278,SF7B8D
TRANS000280,CUST0004,2023-07-03 03:12:09,486.8,JPY,FLIGHT566,VRU1YP
TRANS000281,CUST0004,2023-07-03 08:30:54,494.97,JPY,FLIGHT113,SV0WE1
TRANS000282,CUST0003,2023-07-03 04:29:39,577.65,AUD,FLIGHT595,C7L7L9
TRANS000283,CUST0004,2023-07-03 23:20:51,475.97,USD,FLIGHT588,O5KKI9
TRANS000284,CUST0007,2023-07-03 02:50:17,613.57,JPY,FLIGHT435,35MMSH
TRANS000285,CUST0004,2023-07-03 10:24:38,142.14,USD,FLIGHT563,AE3V8V
TRANS000286,CUST0014,2023-07-03 06:14:54,705.1,AUD,FLIGHT192,F3YYEE
TRANS000287,CUST0007,2023-07-03 03:37:31,677.71,USD,FLIGHT805,1EOKHX
TRANS000288,CUST0009,2023-07-03 17:48:27,671.93,USD,FLIGHT793,I7HP48
TRANS000289,CUST0006,2023-07-03 09:43:09,723.83,GBP,FLIGHT528,XIN0NX
TRANS000290,CUST0011,2023-07-03 20:13:07,541.82,JPY,FLIGHT984,OEHHXI
TRANS000291,CUST0018,2023-07-03 14:33:58,650.8,JPY,FLIGHT489,ZNANZZ
TRANS000292,CUST0009,2023-07-03 03:17:53,755.27,AUD,FLIGHT825,IJSCOC
TRANS000293,CUST0003,2023-07-03 12:40:34,759.64,JPY,FLIGHT196,NE14PL
TRANS000294,CUST0020,2023-07-03 19:18:54,482.56,USD,FLIGHT642,IIDHY3
TRANS000295,CUST0012,2023-07-03 05:59:02,766.13,EUR,FLIGHT443,BOLE5E
TRANS000296,CUST0009,2023-07-03 18:41:09,836.01,EUR,FLIGHT887,AXVMVT
TRANS000297,CUST0003,2023-07-03 17:35:35,198.38,GBP,FLIGHT346,XZKQIA
TRANS000298,CUST0001,2023-07-03 09:16:57,257.8,JPY,FLIGHT506,R1L7PX
TRANS000299,CUST0005,2023-07-03 07:44:06,477.69,AUD,FLIGHT811,VNQKSO
TRANS000300,CUST0004,2023-07-03 04:21:01,901.28,EUR,FLIGHT828,3JMUK7
